attack,config,n,threshold,stampv40_fn,stampv40_fnr,stampv40_ci95_lower,stampv40_ci95_upper,stampv40_ci95_minus,stampv40_ci95_plus,silentcipher_fn,silentcipher_fnr,silentcipher_ci95_lower,silentcipher_ci95_upper,silentcipher_ci95_minus,silentcipher_ci95_plus
highpass,0.07,250,32,17,0.068,0.04288555795457601,0.1061900860690986,0.02511444204542399,0.0381900860690986,158,0.632,0.5706410625109003,0.6893636018151991,0.06135893748909971,0.05736360181519906
highpass,0.08,250,32,25,0.1,0.06865445354100544,0.1434526242586933,0.031345546458994566,0.043452624258693284,174,0.696,0.6363691519284894,0.749698379949658,0.059630848071510534,0.05369837994965809
highpass,0.09,250,32,25,0.1,0.06865445354100544,0.1434526242586933,0.031345546458994566,0.043452624258693284,180,0.72,0.6613345904453013,0.7720065167648643,0.05866540955469868,0.05200651676486434
highpass,0.1,250,32,24,0.096,0.06536141854642746,0.13886673003126823,0.03063858145357254,0.04286673003126823,186,0.744,0.686492019930042,0.7941226626121417,0.05750798006995794,0.05012266261214171
lowpass,0.1,250,32,34,0.136,0.09898068743644395,0.1840367533612819,0.03701931256355606,0.04803675336128188,51,0.204,0.158704508175768,0.25825472939600896,0.04529549182423198,0.05425472939600898
lowpass,0.2,250,32,13,0.052,0.03063736169809375,0.0869225654375688,0.021362638301906246,0.034922565437568796,2,0.008,0.0021965911168378306,0.028695114576791587,0.00580340888316217,0.020695114576791587
lowpass,0.3,250,32,13,0.052,0.03063736169809375,0.0869225654375688,0.021362638301906246,0.034922565437568796,2,0.008,0.0021965911168378306,0.028695114576791587,0.00580340888316217,0.020695114576791587
lowpass,0.4,250,32,13,0.052,0.03063736169809375,0.0869225654375688,0.021362638301906246,0.034922565437568796,2,0.008,0.0021965911168378306,0.028695114576791587,0.00580340888316217,0.020695114576791587
lowpass,0.5,250,32,13,0.052,0.03063736169809375,0.0869225654375688,0.021362638301906246,0.034922565437568796,2,0.008,0.0021965911168378306,0.028695114576791587,0.00580340888316217,0.020695114576791587
mp3,08,250,32,244,0.976,0.94863720404899,0.9889553733693685,0.02736279595100999,0.012955373369368473,190,0.76,0.7033784234651377,0.8087519759650581,0.05662157653486233,0.04875197596505809
mp3,16,250,32,70,0.28,0.22799348323513563,0.33866540955469876,0.0520065167648644,0.05866540955469873,201,0.804,0.7503481276833216,0.8484504931889075,0.05365187231667845,0.04445049318890748
mp3,24,250,32,44,0.176,0.13379907724930237,0.22800765576845358,0.04220092275069762,0.05200765576845359,198,0.792,0.7374548978246092,0.8377069353816109,0.05454510217539088,0.04570693538161086
mp3,32,250,32,37,0.148,0.10931920870538417,0.1973350197583507,0.038680791294615824,0.049335019758350696,214,0.856,0.8070866646773006,0.8941380360809675,0.04891333532269937,0.03813803608096755
mp3,40,250,32,26,0.104,0.07196474410827003,0.14802126291343168,0.032035255891729966,0.04402126291343168,121,0.484,0.42276331446858867,0.5457209686433993,0.06123668553141132,0.061720968643399265
opus,016kbps,250,32,115,0.46,0.3992896616885707,0.5219210460913992,0.0607103383114293,0.0619210460913992,241,0.964,0.9330088524397113,0.980946937312638,0.030991147560288645,0.016946937312638077
opus,032kbps,250,32,47,0.188,0.14442509786439153,0.24101842281937344,0.04357490213560847,0.05301842281937344,170,0.68,0.619825530285745,0.7347262847043906,0.060174469714255,0.05472628470439056
opus,064kbps,250,32,22,0.088,0.058830921041025906,0.12963936909266374,0.02916907895897409,0.04163936909266375,21,0.084,0.055595617989370606,0.12499574292231608,0.0284043820106294,0.04099574292231607
opus,128kbps,250,32,14,0.056,0.03364733819454402,0.09179151816312153,0.022352661805455983,0.03579151816312153,3,0.012,0.004089245839774545,0.034681389075857876,0.007910754160225455,0.022681389075857875
opus,256kbps,250,32,13,0.052,0.03063736169809375,0.0869225654375688,0.021362638301906246,0.034922565437568796,1,0.004,0.0007064293567593388,0.02230634711486706,0.0032935706432406613,0.01830634711486706
quantization,04,250,32,235,0.94,0.9033762972146848,0.9633059172056464,0.036623702785315126,0.023305917205646454,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
quantization,06,250,32,231,0.924,0.8843577467284998,0.9508087508038197,0.03964225327150028,0.026808750803819614,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
quantization,08,250,32,222,0.888,0.8428899288546563,0.9213662056796359,0.04511007114534371,0.033366205679635885,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
quantization,12,250,32,199,0.796,0.741745270603991,0.841295491824232,0.05425472939600906,0.04529549182423198,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
quantization,16,250,32,174,0.696,0.6363691519284894,0.749698379949658,0.059630848071510534,0.05369837994965809,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
smooth,06,250,32,15,0.06,0.036694082794353496,0.0966237027853151,0.023305917205646502,0.0366237027853151,26,0.104,0.07196474410827003,0.14802126291343168,0.032035255891729966,0.04402126291343168
smooth,10,250,32,16,0.064,0.039774400710777265,0.10142231409089433,0.024225599289222736,0.03742231409089433,58,0.232,0.18396999526506153,0.2881417468607366,0.048030004734938486,0.05614174686073661
smooth,14,250,32,20,0.08,0.052381922070894156,0.1203305096187895,0.027618077929105846,0.04033050961878949,126,0.504,0.44243155182424554,0.5654473773977574,0.061568448175754464,0.06144737739775741
smooth,18,250,32,21,0.084,0.055595617989370606,0.12499574292231608,0.0284043820106294,0.04099574292231607,161,0.644,0.5828767221362727,0.7007647298558357,0.06112327786372729,0.056764729855835694
smooth,22,250,32,21,0.084,0.055595617989370606,0.12499574292231608,0.0284043820106294,0.04099574292231607,195,0.78,0.7246261912502433,0.8268988542899677,0.055373808749756726,0.04689885428996765
time_stretch,0.7,250,32,249,0.996,0.977693652885133,0.9992935706432406,0.018306347114867005,0.003293570643240651,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
time_stretch,0.9,250,32,249,0.996,0.977693652885133,0.9992935706432406,0.018306347114867005,0.003293570643240651,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
time_stretch,1.1,250,32,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
time_stretch,1.3,250,32,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
time_stretch,1.5,250,32,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
