attack,config,n,threshold,stamp_fn,stamp_fnr,stamp_ci95_lower,stamp_ci95_upper,stamp_ci95_minus,stamp_ci95_plus,stampv2_fn,stampv2_fnr,stampv2_ci95_lower,stampv2_ci95_upper,stampv2_ci95_minus,stampv2_ci95_plus,audioseal_fn,audioseal_fnr,audioseal_ci95_lower,audioseal_ci95_upper,audioseal_ci95_minus,audioseal_ci95_plus,wavmark_fn,wavmark_fnr,wavmark_ci95_lower,wavmark_ci95_upper,wavmark_ci95_minus,wavmark_ci95_plus
echo,0.3,250,14,27,0.108,0.07529144734526685,0.1525734888984379,0.032708552654733145,0.04457348889843789,90,0.36,0.30303128258888623,0.4212061946410083,0.056968717411113756,0.061206194641008294,58,0.232,0.18396999526506153,0.2881417468607366,0.048030004734938486,0.05614174686073661,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
echo,0.5,250,14,32,0.128,0.09214637228076344,0.17511321007295638,0.03585362771923656,0.04711321007295638,95,0.38,0.3220763555106477,0.44155576782926187,0.05792364448935228,0.061555767829261865,78,0.312,0.25777795668122416,0.3719123698846343,0.05422204331877584,0.059912369884634276,134,0.536,0.47410255177893273,0.5968078112190945,0.0618974482210673,0.06080781121909451
echo,0.7,250,14,40,0.16,0.11975315933080616,0.21053785679893777,0.040246840669193845,0.05053785679893777,107,0.428,0.3682111082988261,0.4899681657051197,0.05978889170117391,0.061968165705119704,89,0.356,0.2992352701441643,0.41712327786372716,0.056764729855835694,0.06112327786372718,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
echo,0.9,250,14,28,0.112,0.07863379432036412,0.15711007114534364,0.033366205679635885,0.04511007114534364,102,0.408,0.3489166372875682,0.4698679906063625,0.05908336271243175,0.0618679906063625,91,0.364,0.30683166884990987,0.4252847376019877,0.057168331150090124,0.061284737601987715,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
encodec,0.15bw,250,14,249,0.996,0.977693652885133,0.9992935706432406,0.018306347114867005,0.003293570643240651,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
encodec,03bw,250,14,249,0.996,0.977693652885133,0.9992935706432406,0.018306347114867005,0.003293570643240651,249,0.996,0.977693652885133,0.9992935706432406,0.018306347114867005,0.003293570643240651,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
encodec,06bw,250,14,246,0.984,0.9595895595167768,0.9937608763455877,0.02441044048322316,0.009760876345587755,248,0.992,0.9713048854232084,0.9978034088831621,0.02069511457679163,0.005803408883162109,249,0.996,0.977693652885133,0.9992935706432406,0.018306347114867005,0.003293570643240651,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
encodec,12bw,250,14,240,0.96,0.9279465354073034,0.978130325123043,0.032053464592696534,0.018130325123043023,247,0.988,0.9653186109241421,0.9959107541602255,0.022681389075857927,0.007910754160225464,234,0.936,0.8985776859091057,0.9602255992892228,0.03742231409089436,0.024225599289222743,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
encodec,24bw,250,14,238,0.952,0.9179869282923764,0.9723320737939639,0.03401307170762358,0.020332073793963956,240,0.96,0.9279465354073034,0.978130325123043,0.032053464592696534,0.018130325123043023,191,0.764,0.7076152006750633,0.8123941279771356,0.056384799324936674,0.048394127977135604,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
gaussian_noise,05,250,14,153,0.612,0.550334217662286,0.6702758005537984,0.061665782337714026,0.05827580055379844,203,0.812,0.7589815771806265,0.8555749021356085,0.05301842281937352,0.04357490213560844,249,0.996,0.977693652885133,0.9992935706432406,0.018306347114867005,0.003293570643240651,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
gaussian_noise,10,250,14,102,0.408,0.3489166372875682,0.4698679906063625,0.05908336271243175,0.0618679906063625,160,0.64,0.5787938053589917,0.6969687174111138,0.061206194641008294,0.056968717411113756,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0,248,0.992,0.9713048854232084,0.9978034088831621,0.02069511457679163,0.005803408883162109
gaussian_noise,20,250,14,30,0.12,0.08536266215857913,0.16613906175113463,0.03463733784142087,0.046139061751134636,62,0.248,0.19855073569865583,0.3050767233151544,0.049449264301344165,0.0570767233151544,220,0.88,0.8338609382488654,0.9146373378414209,0.04613906175113458,0.03463733784142087,197,0.788,0.7331716894914767,0.8341112144927404,0.054828310508523326,0.04611121449274036
gaussian_noise,30,250,14,15,0.06,0.036694082794353496,0.0966237027853151,0.023305917205646502,0.0366237027853151,36,0.144,0.10586196391903242,0.19291333532269944,0.038138036080967566,0.04891333532269945,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
gaussian_noise,40,250,14,15,0.06,0.036694082794353496,0.0966237027853151,0.023305917205646502,0.0366237027853151,28,0.112,0.07863379432036412,0.15711007114534364,0.033366205679635885,0.04511007114534364,59,0.236,0.1876058720228644,0.2923847993249367,0.048394127977135576,0.05638479932493673,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
highpass,0.06,250,14,20,0.08,0.052381922070894156,0.1203305096187895,0.027618077929105846,0.04033050961878949,98,0.392,0.33355440837517,0.4537145026307487,0.05844559162483004,0.06171450263074868,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
highpass,0.07,250,14,22,0.088,0.058830921041025906,0.12963936909266374,0.02916907895897409,0.04163936909266375,101,0.404,0.3450699126125291,0.4658357860593986,0.05893008738747091,0.0618357860593986,249,0.996,0.977693652885133,0.9992935706432406,0.018306347114867005,0.003293570643240651,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
highpass,0.08,250,14,23,0.092,0.06208656638760557,0.13426265296808712,0.02991343361239443,0.04226265296808712,97,0.388,0.32972419944620157,0.44966578233771404,0.05827580055379844,0.061665782337714026,249,0.996,0.977693652885133,0.9992935706432406,0.018306347114867005,0.003293570643240651,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
highpass,0.09,250,14,22,0.088,0.058830921041025906,0.12963936909266374,0.02916907895897409,0.04163936909266375,82,0.328,0.2727885097296531,0.3884175337242174,0.05521149027034694,0.060417533724217376,248,0.992,0.9713048854232084,0.9978034088831621,0.02069511457679163,0.005803408883162109,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
highpass,0.1,250,14,24,0.096,0.06536141854642746,0.13886673003126823,0.03063858145357254,0.04286673003126823,61,0.244,0.19489634565082414,0.300852184140983,0.04910365434917585,0.05685218414098303,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
lowpass,0.1,250,14,21,0.084,0.055595617989370606,0.12499574292231608,0.0284043820106294,0.04099574292231607,27,0.108,0.07529144734526685,0.1525734888984379,0.032708552654733145,0.04457348889843789,46,0.184,0.14087481495903226,0.2366897765027297,0.04312518504096774,0.05268977650272971,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
lowpass,0.2,250,14,14,0.056,0.03364733819454402,0.09179151816312153,0.022352661805455983,0.03579151816312153,27,0.108,0.07529144734526685,0.1525734888984379,0.032708552654733145,0.04457348889843789,45,0.18,0.1373327388520246,0.23235292338773436,0.042667261147975394,0.05235292338773437,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
lowpass,0.3,250,14,14,0.056,0.03364733819454402,0.09179151816312153,0.022352661805455983,0.03579151816312153,27,0.108,0.07529144734526685,0.1525734888984379,0.032708552654733145,0.04457348889843789,45,0.18,0.1373327388520246,0.23235292338773436,0.042667261147975394,0.05235292338773437,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
lowpass,0.4,250,14,14,0.056,0.03364733819454402,0.09179151816312153,0.022352661805455983,0.03579151816312153,27,0.108,0.07529144734526685,0.1525734888984379,0.032708552654733145,0.04457348889843789,45,0.18,0.1373327388520246,0.23235292338773436,0.042667261147975394,0.05235292338773437,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
lowpass,0.5,250,14,14,0.056,0.03364733819454402,0.09179151816312153,0.022352661805455983,0.03579151816312153,27,0.108,0.07529144734526685,0.1525734888984379,0.032708552654733145,0.04457348889843789,45,0.18,0.1373327388520246,0.23235292338773436,0.042667261147975394,0.05235292338773437,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
mp3,08,250,14,178,0.712,0.6529921633129403,0.7645910854532194,0.05900783668705967,0.052591085453219444,30,0.12,0.08536266215857913,0.16613906175113463,0.03463733784142087,0.046139061751134636,50,0.2,0.15512326880286578,0.25395703954690824,0.04487673119713423,0.053957039546908225,244,0.976,0.94863720404899,0.9889553733693685,0.02736279595100999,0.012955373369368473
mp3,16,250,14,46,0.184,0.14087481495903226,0.2366897765027297,0.04312518504096774,0.05268977650272971,42,0.168,0.12675788778063776,0.21929098679311218,0.04124211221936225,0.05129098679311217,46,0.184,0.14087481495903226,0.2366897765027297,0.04312518504096774,0.05268977650272971,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
mp3,24,250,14,32,0.128,0.09214637228076344,0.17511321007295638,0.03585362771923656,0.04711321007295638,44,0.176,0.13379907724930237,0.22800765576845358,0.04220092275069762,0.05200765576845359,46,0.184,0.14087481495903226,0.2366897765027297,0.04312518504096774,0.05268977650272971,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
mp3,32,250,14,33,0.132,0.09555744444267568,0.17958106713304717,0.03644255555732433,0.04758106713304716,41,0.164,0.12325083757520047,0.21491910777654646,0.040749162424799534,0.05091910777654646,49,0.196,0.15154950681109253,0.2496518723166785,0.04445049318890748,0.053651872316678506,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
mp3,40,250,14,25,0.1,0.06865445354100544,0.1434526242586933,0.031345546458994566,0.043452624258693284,37,0.148,0.10931920870538417,0.1973350197583507,0.038680791294615824,0.049335019758350696,48,0.192,0.14798339072642153,0.2453390591793465,0.04401660927357848,0.053339059179346504,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
opus,016kbps,250,14,74,0.296,0.24284512248053705,0.3553294871973093,0.053154877519462934,0.059329487197309294,85,0.34,0.2840956187275826,0.40074721239229694,0.055904381272417425,0.06074721239229691,147,0.588,0.5261038843001786,0.6472325585838876,0.06189611569982134,0.05923255858388765,142,0.568,0.5060238561876421,0.6279179405864089,0.06197614381235783,0.05991794058640898
opus,032kbps,250,14,35,0.14,0.10241566325298423,0.1884807067667446,0.03758433674701578,0.0484807067667446,47,0.188,0.14442509786439153,0.24101842281937344,0.04357490213560847,0.05301842281937344,83,0.332,0.27655293258546276,0.39253204009041076,0.055447067414537254,0.060532040090410744,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
opus,064kbps,250,14,16,0.064,0.039774400710777265,0.10142231409089433,0.024225599289222736,0.03742231409089433,30,0.12,0.08536266215857913,0.16613906175113463,0.03463733784142087,0.046139061751134636,44,0.176,0.13379907724930237,0.22800765576845358,0.04220092275069762,0.05200765576845359,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
opus,128kbps,250,14,15,0.06,0.036694082794353496,0.0966237027853151,0.023305917205646502,0.0366237027853151,26,0.104,0.07196474410827003,0.14802126291343168,0.032035255891729966,0.04402126291343168,45,0.18,0.1373327388520246,0.23235292338773436,0.042667261147975394,0.05235292338773437,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
opus,256kbps,250,14,14,0.056,0.03364733819454402,0.09179151816312153,0.022352661805455983,0.03579151816312153,25,0.1,0.06865445354100544,0.1434526242586933,0.031345546458994566,0.043452624258693284,44,0.176,0.13379907724930237,0.22800765576845358,0.04220092275069762,0.05200765576845359,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
quantization,04,250,14,202,0.808,0.7546609408206536,0.8520166092735785,0.05333905917934645,0.04401660927357842,244,0.976,0.94863720404899,0.9889553733693685,0.02736279595100999,0.012955373369368473,249,0.996,0.977693652885133,0.9992935706432406,0.018306347114867005,0.003293570643240651,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
quantization,06,250,14,199,0.796,0.741745270603991,0.841295491824232,0.05425472939600906,0.04529549182423198,240,0.96,0.9279465354073034,0.978130325123043,0.032053464592696534,0.018130325123043023,249,0.996,0.977693652885133,0.9992935706432406,0.018306347114867005,0.003293570643240651,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
quantization,08,250,14,188,0.752,0.6949232766848457,0.8014492643013442,0.05707672331515434,0.04944926430134422,236,0.944,0.9082084818368784,0.966352661805456,0.03579151816312154,0.02235266180545603,248,0.992,0.9713048854232084,0.9978034088831621,0.02069511457679163,0.005803408883162109,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
quantization,12,250,14,157,0.628,0.5665711761893972,0.6855545589146992,0.06142882381060277,0.05755455891469918,206,0.824,0.7719923442315464,0.8662009227506975,0.052007655768453565,0.042200922750697534,249,0.996,0.977693652885133,0.9992935706432406,0.018306347114867005,0.003293570643240651,248,0.992,0.9713048854232084,0.9978034088831621,0.02069511457679163,0.005803408883162109
quantization,16,250,14,121,0.484,0.42276331446858867,0.5457209686433993,0.06123668553141132,0.061720968643399265,173,0.692,0.632225937959959,0.7459626646961856,0.05977406204004099,0.0539626646961856,241,0.964,0.9330088524397113,0.980946937312638,0.030991147560288645,0.016946937312638077,244,0.976,0.94863720404899,0.9889553733693685,0.02736279595100999,0.012955373369368473
smooth,06,250,14,14,0.056,0.03364733819454402,0.09179151816312153,0.022352661805455983,0.03579151816312153,27,0.108,0.07529144734526685,0.1525734888984379,0.032708552654733145,0.04457348889843789,51,0.204,0.158704508175768,0.25825472939600896,0.04529549182423198,0.05425472939600898,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
smooth,10,250,14,14,0.056,0.03364733819454402,0.09179151816312153,0.022352661805455983,0.03579151816312153,28,0.112,0.07863379432036412,0.15711007114534364,0.033366205679635885,0.04511007114534364,92,0.368,0.3106363981848008,0.4293589374890997,0.05736360181519917,0.06135893748909971,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
smooth,14,250,14,16,0.064,0.039774400710777265,0.10142231409089433,0.024225599289222736,0.03742231409089433,30,0.12,0.08536266215857913,0.16613906175113463,0.03463733784142087,0.046139061751134636,93,0.372,0.3144454410853008,0.43342882381060277,0.05755455891469918,0.06142882381060277,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
smooth,18,250,14,15,0.06,0.036694082794353496,0.0966237027853151,0.023305917205646502,0.0366237027853151,29,0.116,0.08199108127964577,0.161631713408065,0.034008918720354234,0.045631713408065,86,0.344,0.2878738024449977,0.40484795789688477,0.056126197555002255,0.0608479578968848,149,0.596,0.5341642139406014,0.6549300873874709,0.061835786059398545,0.058930087387470964
smooth,22,250,14,14,0.056,0.03364733819454402,0.09179151816312153,0.022352661805455983,0.03579151816312153,48,0.192,0.14798339072642153,0.2453390591793465,0.04401660927357848,0.053339059179346504,107,0.428,0.3682111082988261,0.4899681657051197,0.05978889170117391,0.061968165705119704,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
time_stretch,0.7,250,14,243,0.972,0.943341533054129,0.9863721151422264,0.02865846694587093,0.014372115142226471,248,0.992,0.9713048854232084,0.9978034088831621,0.02069511457679163,0.005803408883162109,226,0.904,0.8611332699687319,0.9346385814535726,0.042866730031268174,0.030638581453572566,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
time_stretch,0.9,250,14,227,0.908,0.865737347031913,0.9379134336123944,0.04226265296808707,0.029913433612394402,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0,210,0.84,0.7894621432010622,0.8802468406691939,0.05053785679893774,0.04024684066919393,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
time_stretch,1.1,250,14,180,0.72,0.6613345904453013,0.7720065167648643,0.05866540955469868,0.05200651676486434,246,0.984,0.9595895595167768,0.9937608763455877,0.02441044048322316,0.009760876345587755,168,0.672,0.6115824662757826,0.7272114902703469,0.06041753372421743,0.055211490270346886,132,0.528,0.4661614622155369,0.5889910423384842,0.06183853778446313,0.06099104233848418
time_stretch,1.3,250,14,233,0.932,0.8938099139309015,0.9571144420454241,0.03819008606909857,0.025114442045424012,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0,177,0.708,0.6488287723066753,0.7608755472374812,0.05917122769332461,0.052875547237481224,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
time_stretch,1.5,250,14,245,0.98,0.9540437045850131,0.9914278020553485,0.025956295414986896,0.011427802055348546,249,0.996,0.977693652885133,0.9992935706432406,0.018306347114867005,0.003293570643240651,191,0.764,0.7076152006750633,0.8123941279771356,0.056384799324936674,0.048394127977135604,175,0.7,0.6405173251395347,0.7534291359606159,0.05948267486046521,0.05342913596061594
